"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2015-01-01","1,279.20","1,184.00","1,307.80","1,167.30","3.64M","8.03%"
"2014-12-01","1,184.10","1,159.40","1,239.00","1,141.70","3.10M","0.73%"
"2014-11-01","1,175.50","1,171.10","1,207.60","1,130.40","3.77M","0.33%"
"2014-10-01","1,171.60","1,209.40","1,255.60","1,160.50","3.49M","-3.30%"
"2014-09-01","1,211.60","1,288.50","1,290.90","1,204.30","2.97M","-5.89%"
"2014-08-01","1,287.40","1,284.20","1,324.30","1,273.40","2.19M","0.36%"
"2014-07-01","1,282.80","1,327.50","1,346.80","1,281.30","3.07M","-2.97%"
"2014-06-01","1,322.00","1,250.50","1,330.40","1,240.20","2.38M","6.10%"
"2014-05-01","1,246.00","1,291.90","1,315.80","1,242.20","2.88M","-3.85%"
"2014-04-01","1,295.90","1,284.60","1,331.40","1,268.40","2.49M","0.94%"
"2014-03-01","1,283.80","1,332.40","1,392.60","1,282.70","3.37M","-2.86%"
"2014-02-01","1,321.60","1,242.00","1,345.60","1,240.40","2.40M","6.60%"
"2014-01-01","1,239.80","1,204.50","1,279.80","1,202.50","2.93M","3.12%"
"2013-12-01","1,202.30","1,250.60","1,267.50","1,181.40","2.62M","-3.85%"
"2013-11-01","1,250.40","1,323.10","1,327.30","1,225.70","2.76M","-5.54%"
"2013-10-01","1,323.70","1,328.20","1,361.80","1,251.00","3.28M","-0.25%"
"2013-09-01","1,327.00","1,394.00","1,416.40","1,291.50","3.11M","-4.95%"
"2013-08-01","1,396.10","1,323.40","1,434.00","1,271.80","3.22M","6.33%"
"2013-07-01","1,313.00","1,232.90","1,348.70","1,206.90","3.68M","7.30%"
"2013-06-01","1,223.70","1,388.80","1,423.30","1,179.40","3.49M","-12.15%"
"2013-05-01","1,393.00","1,475.60","1,487.20","1,336.30","4.33M","-5.37%"
"2013-04-01","1,472.10","1,598.10","1,604.30","1,321.50","4.83M","-7.75%"
"2013-03-01","1,595.70","1,578.50","1,616.50","1,560.40","2.94M","1.12%"
"2013-02-01","1,578.10","1,665.20","1,687.00","1,554.30","3.31M","-5.05%"
"2013-01-01","1,662.00","1,676.40","1,697.80","1,626.00","3.34M","-0.82%"
"2012-12-01","1,675.80","1,715.50","1,725.00","1,636.00","2.45M","-2.15%"
"2012-11-01","1,712.70","1,720.40","1,755.00","1,672.50","3.45M","-0.37%"
"2012-10-01","1,719.10","1,773.70","1,798.10","1,698.70","2.93M","-3.09%"
"2012-09-01","1,773.90","1,693.40","1,790.00","1,687.60","3.16M","5.11%"
"2012-08-01","1,687.60","1,617.50","1,695.50","1,586.30","2.56M","4.52%"
"2012-07-01","1,614.60","1,599.60","1,633.30","1,554.40","2.93M","0.65%"
"2012-06-01","1,604.20","1,561.80","1,642.40","1,545.50","3.27M","2.56%"
"2012-05-01","1,564.20","1,666.10","1,672.30","1,526.70","3.94M","-6.01%"
"2012-04-01","1,664.20","1,671.50","1,685.40","1,613.00","2.58M","-0.46%"
"2012-03-01","1,671.90","1,695.60","1,727.30","1,627.50","3.87M","-2.30%"
"2012-02-01","1,711.30","1,739.80","1,792.70","1,688.40","3.23M","-1.67%"
"2012-01-01","1,740.40","1,571.00","1,750.60","1,566.80","3.16M","11.08%"
"2011-12-01","1,566.80","1,752.50","1,767.10","1,523.90","2.69M","-10.48%"
"2011-11-01","1,750.30","1,715.70","1,804.40","1,667.10","3.30M","1.45%"
"2011-10-01","1,725.20","1,625.10","1,754.00","1,596.60","2.86M","6.34%"
"2011-09-01","1,622.30","1,826.20","1,923.70","1,535.00","4.91M","-11.43%"
