日付け,終値,始値,高値,安値,出来高,変化率 %
2004-07-30,6.56,6.365,6.65,6.34,20.19K,3.23%
2004-08-02,6.62,6.585,6.705,6.54,9.36K,0.91%
2004-08-03,6.685,6.605,6.695,6.48,14.06K,0.98%
2004-08-04,6.737,6.69,6.83,6.575,14.01K,0.78%
2004-08-05,6.75,6.73,6.765,6.64,10.28K,0.19%
2004-08-06,6.775,6.75,6.9,6.68,14.17K,0.37%
2004-08-09,6.737,6.755,6.78,6.58,9.14K,-0.56%
2004-08-10,6.722,6.7,6.825,6.685,8.11K,-0.22%
2004-08-11,6.527,6.72,6.745,6.46,16.66K,-2.90%
2004-08-12,6.557,6.52,6.65,6.49,9.22K,0.46%
2004-08-13,6.625,6.59,6.665,6.49,9.48K,1.04%
2004-08-16,6.737,6.635,6.785,6.635,7.99K,1.69%
2004-08-17,6.73,6.737,6.785,6.66,8.65K,-0.10%
2004-08-18,6.837,6.74,6.88,6.63,13.61K,1.59%
2004-08-19,6.82,6.845,6.94,6.805,15.99K,-0.25%
2004-08-20,6.87,6.82,7.01,6.775,19.93K,0.73%
2004-08-23,6.745,6.87,6.87,6.665,15.98K,-1.82%
2004-08-24,6.577,6.745,6.75,6.54,20.79K,-2.49%
2004-08-25,6.613,6.575,6.67,6.55,18.71K,0.55%
2004-08-26,6.678,6.635,6.7,6.575,13.95K,0.98%
2004-08-27,6.627,6.715,6.77,6.61,17.20K,-0.76%
2004-08-30,6.747,6.63,6.865,6.625,20.27K,1.81%
2004-08-31,6.812,6.76,6.83,6.705,10.63K,0.96%
2004-09-01,6.83,6.8,6.85,6.74,7.27K,0.26%
2004-09-02,6.81,6.81,6.855,6.75,6.71K,-0.29%
2004-09-03,6.59,6.82,6.83,6.5,16.70K,-3.23%
2004-09-07,6.235,6.605,6.625,6.205,30.34K,-5.39%
2004-09-08,6.212,6.235,6.28,6.1,19.71K,-0.37%
2004-09-09,6.188,6.22,6.28,6.115,14.28K,-0.39%
2004-09-10,6.165,6.19,6.255,6.15,12.71K,-0.37%
2004-09-13,6.215,6.175,6.26,6.07,12.52K,0.81%
2004-09-14,6.23,6.25,6.31,6.21,11.08K,0.24%
2004-09-15,6.3,6.24,6.325,6.17,9.81K,1.12%
2004-09-16,6.318,6.295,6.355,6.26,8.07K,0.29%
2004-09-17,6.288,6.315,6.325,6.21,6.57K,-0.47%
2004-09-20,6.28,6.288,6.295,6.225,3.71K,-0.13%
2004-09-21,6.373,6.28,6.4,6.265,9.43K,1.48%
2004-09-22,6.375,6.365,6.405,6.275,8.35K,0.03%
2004-09-23,6.47,6.375,6.49,6.365,12.71K,1.49%
2004-09-24,6.425,6.47,6.51,6.395,10.24K,-0.70%
2004-09-27,6.55,6.42,6.57,6.395,13.12K,1.95%
2004-09-28,6.61,6.55,6.68,6.535,11.03K,0.92%
2004-09-29,6.695,6.61,6.75,6.57,17.27K,1.29%
2004-09-30,6.938,6.69,6.98,6.665,29.98K,3.63%
2004-10-01,6.943,6.955,7.0,6.88,15.87K,0.07%
2004-10-04,6.765,6.935,6.985,6.72,15.21K,-2.56%
2004-10-05,7.102,6.78,7.135,6.72,23.29K,4.98%
2004-10-06,7.245,7.1,7.28,7.085,25.87K,2.01%
2004-10-07,7.217,7.245,7.3,7.165,13.66K,-0.39%
2004-10-08,7.295,7.21,7.34,7.17,15.11K,1.08%
2004-10-11,7.252,7.3,7.32,7.19,6.58K,-0.59%
2004-10-12,7.055,7.24,7.265,6.96,20.64K,-2.72%
2004-10-13,6.9,7.07,7.08,6.8,23.22K,-2.20%
2004-10-14,7.055,6.95,7.11,6.95,14.34K,2.25%
2004-10-15,7.11,7.06,7.17,7.03,13.31K,0.78%
2004-10-18,6.987,7.1,7.11,6.97,11.06K,-1.73%
2004-10-19,7.195,6.985,7.21,6.91,13.24K,2.98%
2004-10-20,7.352,7.2,7.385,7.15,21.82K,2.18%
2004-10-21,7.31,7.34,7.42,7.195,19.01K,-0.57%
2004-10-22,7.333,7.31,7.37,7.2,11.19K,0.31%
2004-10-25,7.38,7.37,7.53,7.35,11.00K,0.64%
2004-10-26,7.34,7.367,7.39,7.25,12.43K,-0.54%
2004-10-27,7.202,7.35,7.445,7.17,18.23K,-1.88%
2004-10-28,7.192,7.2,7.25,7.06,16.41K,-0.14%
2004-10-29,7.305,7.18,7.33,7.12,14.02K,1.57%
2004-11-01,7.33,7.34,7.38,7.235,10.62K,0.34%
2004-11-02,7.02,7.31,7.33,6.92,22.64K,-4.23%
2004-11-03,7.158,7.025,7.19,6.985,12.99K,1.97%
2004-11-04,7.383,7.15,7.49,7.15,25.84K,3.14%
2004-11-05,7.505,7.375,7.52,7.28,22.89K,1.65%
2004-11-08,7.487,7.52,7.58,7.42,12.14K,-0.24%
2004-11-09,7.535,7.495,7.585,7.435,12.49K,0.64%
2004-11-10,7.42,7.52,7.555,7.36,19.20K,-1.53%
2004-11-11,7.477,7.405,7.49,7.405,5.71K,0.77%
2004-11-12,7.622,7.49,7.67,7.435,13.79K,1.94%
2004-11-15,7.572,7.62,7.66,7.495,11.22K,-0.66%
2004-11-16,7.592,7.555,7.63,7.48,15.85K,0.26%
2004-11-17,7.665,7.58,7.68,7.55,14.96K,0.96%
2004-11-18,7.552,7.66,7.75,7.51,20.76K,-1.47%
2004-11-19,7.6,7.56,7.65,7.5,19.94K,0.64%
2004-11-22,7.572,7.6,7.66,7.565,22.67K,-0.37%
2004-11-23,7.555,7.57,7.615,7.505,44.16K,-0.22%
2004-11-24,7.613,7.58,7.63,7.54,25.92K,0.77%
2004-11-29,7.825,7.69,7.855,7.66,33.72K,2.78%
2004-11-30,7.777,7.82,7.87,7.71,14.02K,-0.61%
2004-12-01,8.08,7.77,8.13,7.765,24.61K,3.90%
2004-12-02,7.96,8.09,8.235,7.915,27.59K,-1.49%
2004-12-03,8.043,7.96,8.09,7.84,16.47K,1.04%
2004-12-06,7.963,8.08,8.08,7.935,10.00K,-0.99%
2004-12-07,7.885,7.965,7.98,7.86,9.67K,-0.98%
2004-12-08,7.145,7.89,7.89,7.03,47.34K,-9.38%
2004-12-09,6.8,7.16,7.22,6.62,37.25K,-4.83%
2004-12-10,6.743,6.8,6.865,6.64,21.25K,-0.84%
2004-12-13,6.83,6.74,6.93,6.74,16.91K,1.29%
2004-12-14,6.755,6.86,6.9,6.68,12.54K,-1.10%
2004-12-15,6.88,6.76,6.955,6.735,12.54K,1.85%
2004-12-16,6.727,6.91,6.97,6.7,18.48K,-2.22%
2004-12-17,6.803,6.72,6.82,6.665,12.67K,1.13%
2004-12-20,6.865,6.815,6.955,6.815,11.94K,0.91%
2004-12-21,6.927,6.87,6.935,6.83,0.02K,0.90%
2004-12-22,6.835,6.925,6.965,6.82,8.75K,-1.33%
2004-12-23,6.915,6.85,6.975,6.835,7.65K,1.17%
2004-12-27,7.005,6.945,7.09,6.935,7.80K,1.30%
2004-12-28,7.058,7.01,7.075,6.96,8.05K,0.76%
2004-12-29,6.827,7.05,7.06,6.8,13.23K,-3.27%
2004-12-30,6.837,6.835,6.885,6.8,6.13K,0.15%
2005-01-03,6.507,6.84,6.84,6.49,19.99K,-4.83%
2005-01-04,6.452,6.52,6.545,6.35,17.66K,-0.85%
2005-01-05,6.535,6.46,6.59,6.41,13.66K,1.29%
2005-01-06,6.455,6.54,6.565,6.41,11.65K,-1.22%
2005-01-07,6.448,6.46,6.595,6.39,14.73K,-0.11%
2005-01-10,6.45,6.45,6.5,6.42,0.03K,0.03%
2005-01-11,6.638,6.46,6.67,6.45,15.64K,2.91%
2005-01-12,6.743,6.65,6.75,6.6,11.20K,1.58%
2005-01-13,6.745,6.73,6.775,6.68,9.54K,0.03%
2005-01-14,6.595,6.75,6.775,6.58,11.00K,-2.22%
2005-01-18,6.655,6.595,6.68,6.565,6.86K,0.91%
2005-01-19,6.625,6.65,6.745,6.605,9.26K,-0.45%
2005-01-20,6.558,6.62,6.64,6.47,11.44K,-1.01%
2005-01-21,6.812,6.565,6.83,6.55,18.68K,3.87%
2005-01-24,6.86,6.805,6.89,6.79,11.31K,0.70%
2005-01-25,6.685,6.855,6.87,6.68,13.79K,-2.55%
2005-01-26,6.805,6.7,6.85,6.695,0.00K,1.80%
2005-01-27,6.82,6.805,6.835,6.725,10.34K,0.22%
2005-01-28,6.795,6.82,6.88,6.75,11.42K,-0.37%
2005-01-31,6.747,6.785,6.79,6.62,15.14K,-0.71%
2005-02-01,6.73,6.755,6.78,6.68,8.88K,-0.25%
2005-02-02,6.75,6.735,6.82,6.72,10.31K,0.30%
2005-02-03,6.677,6.75,6.78,6.59,12.20K,-1.08%
2005-02-04,6.635,6.675,6.71,6.605,7.57K,-0.63%
2005-02-07,6.555,6.63,6.7,6.54,12.41K,-1.21%
2005-02-08,6.557,6.56,6.6,6.49,14.30K,0.03%
2005-02-09,6.59,6.555,6.61,6.495,12.63K,0.50%
2005-02-10,6.965,6.6,6.98,6.57,32.05K,5.69%
2005-02-11,7.21,6.96,7.24,6.945,31.65K,3.52%
2005-02-14,7.34,7.195,7.35,7.195,20.57K,1.80%
2005-02-15,7.36,7.34,7.405,7.21,25.51K,0.27%
2005-02-16,7.255,7.335,7.36,7.115,22.66K,-1.43%
2005-02-17,7.37,7.27,7.43,7.175,18.63K,1.59%
2005-02-18,7.417,7.35,7.455,7.32,13.42K,0.64%
2005-02-22,7.52,7.39,7.57,7.365,22.80K,1.39%
2005-02-23,7.443,7.53,7.56,7.275,29.18K,-1.02%
2005-02-24,7.383,7.43,7.495,7.285,36.10K,-0.81%
2005-02-25,7.337,7.42,7.42,7.23,25.06K,-0.62%
2005-02-28,7.395,7.365,7.495,7.32,16.88K,0.79%
2005-03-01,7.265,7.39,7.39,7.21,14.04K,-1.76%
2005-03-02,7.343,7.27,7.38,7.1,15.12K,1.07%
2005-03-03,7.265,7.335,7.38,7.24,13.15K,-1.06%
2005-03-04,7.385,7.26,7.435,7.19,17.19K,1.65%
2005-03-07,7.395,7.385,7.465,7.34,7.75K,0.14%
2005-03-08,7.538,7.4,7.61,7.395,15.71K,1.93%
2005-03-09,7.64,7.54,7.68,7.46,15.38K,1.35%
2005-03-10,7.527,7.645,7.67,7.495,14.53K,-1.48%
2005-03-11,7.57,7.54,7.62,7.43,22.60K,0.57%
2005-03-14,7.41,7.55,7.565,7.375,15.89K,-2.11%
2005-03-15,7.407,7.41,7.53,7.3,15.76K,-0.04%
2005-03-16,7.452,7.4,7.485,7.39,11.97K,0.61%
2005-03-17,7.407,7.452,7.495,7.34,13.47K,-0.60%
2005-03-18,7.397,7.42,7.42,7.285,13.58K,-0.14%
2005-03-21,7.112,7.385,7.39,7.065,22.39K,-3.85%
2005-03-22,7.078,7.12,7.165,7.05,11.50K,-0.48%
2005-03-23,6.985,7.085,7.1,6.91,18.82K,-1.31%
2005-03-24,6.938,6.975,7.02,6.915,13.21K,-0.67%
2005-03-28,6.91,6.945,6.965,6.83,16.26K,-0.40%
2005-03-29,6.982,6.915,7.02,6.9,9.29K,1.04%
2005-03-30,7.147,6.985,7.17,6.97,16.74K,2.36%
2005-03-31,7.18,7.145,7.225,7.11,14.26K,0.46%
2005-04-01,7.0,7.185,7.19,6.955,18.15K,-2.51%
2005-04-04,7.024,7.02,7.045,6.92,9.51K,0.34%
2005-04-05,7.043,7.035,7.095,6.96,8.57K,0.27%
2005-04-06,7.12,7.04,7.155,7.03,11.01K,1.09%
2005-04-07,7.075,7.12,7.175,7.06,9.24K,-0.63%
2005-04-08,7.165,7.07,7.17,7.015,11.81K,1.27%
2005-04-11,7.255,7.16,7.3,7.135,14.61K,1.26%
2005-04-12,7.155,7.255,7.31,7.1,12.99K,-1.38%
2005-04-13,7.225,7.15,7.27,7.07,17.06K,0.98%
2005-04-14,7.06,7.22,7.23,7.01,16.29K,-2.28%
2005-04-15,7.022,7.04,7.095,6.98,12.33K,-0.54%
2005-04-18,7.045,7.01,7.09,6.95,10.85K,0.33%
2005-04-19,7.25,7.045,7.265,7.01,20.58K,2.91%
2005-04-20,7.337,7.23,7.36,7.2,17.95K,1.20%
2005-04-21,7.217,7.335,7.345,7.19,19.88K,-1.64%
2005-04-22,7.275,7.215,7.335,7.21,11.46K,0.80%
2005-04-25,7.26,7.275,7.3,7.205,12.14K,-0.21%
2005-04-26,7.255,7.25,7.32,7.21,29.63K,-0.07%
2005-04-27,7.135,7.25,7.26,7.085,23.72K,-1.65%
2005-04-28,6.948,7.19,7.195,6.91,37.67K,-2.62%
2005-04-29,6.94,6.965,7.06,6.9,30.15K,-0.12%
2005-05-02,6.875,6.97,6.995,6.81,21.30K,-0.94%
2005-05-03,6.883,6.875,6.915,6.82,12.69K,0.12%
2005-05-04,7.013,6.88,7.05,6.865,17.06K,1.89%
2005-05-05,7.063,7.03,7.1,6.985,19.88K,0.71%
2005-05-06,6.965,7.06,7.09,6.9,19.04K,-1.39%
2005-05-09,7.08,6.95,7.12,6.945,15.51K,1.65%
2005-05-10,7.115,7.08,7.175,7.04,13.71K,0.49%
2005-05-11,7.095,7.115,7.135,7.005,14.13K,-0.28%
2005-05-12,6.965,7.085,7.09,6.93,14.26K,-1.83%
2005-05-13,6.94,6.965,6.98,6.88,9.27K,-0.36%
2005-05-16,6.958,6.95,6.99,6.895,9.49K,0.26%
2005-05-17,7.045,6.965,7.085,6.95,13.68K,1.25%
2005-05-18,7.205,7.04,7.235,7.03,23.17K,2.27%
2005-05-19,7.14,7.205,7.245,7.11,11.73K,-0.90%
2005-05-20,6.955,7.135,7.16,6.945,20.49K,-2.59%
2005-05-23,6.97,6.965,7.035,6.95,8.22K,0.22%
2005-05-24,7.003,6.97,7.115,6.96,11.01K,0.47%
2005-05-25,7.138,7.01,7.155,7.0,18.52K,1.93%
2005-05-26,7.162,7.14,7.24,7.045,19.44K,0.34%
2005-05-27,7.31,7.165,7.315,7.12,26.60K,2.07%
2005-05-31,7.452,7.24,7.5,7.14,42.25K,1.94%
2005-06-01,7.52,7.425,7.61,7.39,38.29K,0.91%
2005-06-02,7.545,7.5,7.63,7.47,20.36K,0.33%
2005-06-03,7.51,7.545,7.615,7.49,17.46K,-0.46%
2005-06-06,7.54,7.48,7.62,7.465,15.88K,0.40%
2005-06-07,7.445,7.54,7.565,7.42,17.11K,-1.26%
2005-06-08,7.475,7.455,7.53,7.41,12.59K,0.40%
2005-06-09,7.27,7.43,7.45,7.21,36.87K,-2.74%
2005-06-10,7.288,7.27,7.31,7.155,17.43K,0.25%
2005-06-13,7.265,7.295,7.33,7.195,7.99K,-0.32%
2005-06-14,7.28,7.27,7.315,7.24,11.76K,0.21%
2005-06-15,7.33,7.28,7.4,7.27,13.55K,0.69%
2005-06-16,7.37,7.33,7.445,7.32,16.44K,0.55%
2005-06-17,7.335,7.37,7.44,7.32,14.29K,-0.47%
2005-06-20,7.302,7.335,7.48,7.265,19.53K,-0.45%
2005-06-21,7.292,7.3,7.31,7.17,23.63K,-0.14%
2005-06-22,7.258,7.295,7.32,7.195,11.20K,-0.47%
2005-06-23,7.273,7.26,7.32,7.19,26.49K,0.21%
2005-06-24,7.28,7.275,7.34,7.23,21.02K,0.10%
2005-06-27,7.242,7.28,7.3,7.215,20.66K,-0.52%
2005-06-28,7.096,7.23,7.24,7.09,12.59K,-2.02%
2005-06-29,7.105,7.135,7.15,7.06,31.14K,0.13%
2005-06-30,7.075,7.115,7.2,7.035,24.36K,-0.42%
2005-07-01,6.895,7.095,7.095,6.85,35.97K,-2.54%
2005-07-05,6.87,6.93,6.95,6.86,17.23K,-0.36%
2005-07-06,6.955,6.91,6.995,6.9,12.98K,1.24%
2005-07-07,6.985,6.97,7.09,6.96,14.39K,0.43%
2005-07-08,7.03,7.0,7.07,6.94,12.96K,0.64%
2005-07-11,7.105,7.055,7.13,7.05,8.92K,1.07%
2005-07-12,7.085,7.105,7.18,7.04,0.00K,-0.28%
2005-07-13,7.07,7.08,7.125,7.05,9.63K,-0.21%
2005-07-14,6.995,7.06,7.12,6.955,19.27K,-1.06%
2005-07-15,6.99,6.995,7.055,6.965,10.35K,-0.07%
2005-07-18,7.005,7.0,7.055,6.985,7.36K,0.21%
2005-07-19,6.985,7.005,7.05,6.95,11.12K,-0.29%
2005-07-20,7.068,6.985,7.11,6.975,15.15K,1.19%
2005-07-21,7.135,7.075,7.215,7.075,18.85K,0.95%
2005-07-22,7.115,7.14,7.185,7.09,9.65K,-0.28%
2005-07-25,7.14,7.105,7.155,7.095,7.12K,0.35%
2005-07-26,7.018,7.14,7.145,7.01,15.68K,-1.71%
2005-07-27,7.04,7.02,7.075,6.965,13.13K,0.31%
2005-07-28,7.2,7.055,7.23,7.05,19.59K,2.27%
2005-07-29,7.262,7.19,7.27,7.15,23.77K,0.86%
2005-08-01,7.305,7.25,7.33,7.245,16.25K,0.59%
2005-08-02,7.262,7.3,7.32,7.245,17.59K,-0.59%
2005-08-03,7.307,7.27,7.33,7.235,11.80K,0.62%
2005-08-04,7.252,7.295,7.315,7.18,16.85K,-0.75%
2005-08-05,7.158,7.25,7.265,7.14,16.89K,-1.30%
2005-08-08,7.015,7.145,7.175,6.98,19.53K,-2.00%
2005-08-09,7.035,7.02,7.05,6.96,16.28K,0.29%
2005-08-10,7.078,7.035,7.105,7.035,10.86K,0.61%
2005-08-11,7.183,7.085,7.22,7.085,23.53K,1.48%
2005-08-12,7.09,7.19,7.255,7.065,15.85K,-1.29%
2005-08-15,6.965,7.095,7.125,6.925,23.83K,-1.76%
2005-08-16,7.043,6.97,7.055,6.95,10.20K,1.12%
2005-08-17,6.993,7.04,7.055,6.95,12.59K,-0.71%
2005-08-18,6.998,6.995,7.035,6.955,10.96K,0.07%
2005-08-19,7.008,7.005,7.03,6.955,10.49K,0.14%
2005-08-22,7.06,7.0,7.1,6.975,15.27K,0.74%
2005-08-23,6.968,7.06,7.095,6.945,21.11K,-1.30%
2005-08-24,6.922,6.975,7.02,6.88,30.08K,-0.66%
2005-08-25,6.832,6.93,6.965,6.79,27.63K,-1.30%
2005-08-26,6.742,6.835,6.865,6.72,21.73K,-1.32%
2005-08-29,6.73,6.755,6.81,6.725,19.60K,-0.18%
2005-08-30,6.765,6.8,6.825,6.705,32.96K,0.52%
2005-08-31,6.855,6.78,6.865,6.76,15.72K,1.33%
2005-09-01,7.038,6.855,7.07,6.855,32.73K,2.67%
2005-09-02,7.055,7.04,7.125,7.005,15.21K,0.24%
2005-09-06,7.098,7.1,7.14,7.04,13.78K,0.61%
2005-09-07,7.118,7.1,7.155,7.075,10.61K,0.28%
2005-09-08,7.028,7.11,7.17,7.01,18.06K,-1.26%
2005-09-09,7.065,7.025,7.095,7.0,8.56K,0.53%
2005-09-12,7.06,7.075,7.14,7.01,9.54K,-0.07%
2005-09-13,7.005,7.055,7.085,6.91,14.53K,-0.78%
2005-09-14,7.045,7.01,7.07,6.995,8.87K,0.57%
2005-09-15,7.078,7.045,7.14,6.985,25.52K,0.47%
2005-09-16,7.288,7.08,7.32,7.07,42.85K,2.97%
2005-09-19,7.398,7.29,7.5,7.265,40.41K,1.51%
2005-09-20,7.375,7.4,7.465,7.33,23.51K,-0.31%
2005-09-21,7.415,7.375,7.45,7.32,17.03K,0.54%
2005-09-22,7.415,7.4,7.525,7.355,23.60K,0.00%
2005-09-23,7.335,7.41,7.425,7.28,16.54K,-1.08%
2005-09-26,7.365,7.33,7.415,7.235,20.54K,0.41%
2005-09-27,7.328,7.375,7.4,7.24,16.47K,-0.50%
2005-09-28,7.403,7.325,7.435,7.295,16.84K,1.02%
2005-09-29,7.555,7.41,7.57,7.39,29.39K,2.05%
2005-09-30,7.512,7.55,7.645,7.49,26.71K,-0.57%
2005-10-03,7.455,7.48,7.495,7.4,16.76K,-0.76%
2005-10-04,7.425,7.455,7.51,7.39,14.48K,-0.40%
2005-10-05,7.478,7.42,7.485,7.36,15.98K,0.71%
2005-10-06,7.595,7.475,7.63,7.42,22.42K,1.56%
2005-10-07,7.77,7.6,7.785,7.58,25.91K,2.30%
2005-10-10,7.845,7.775,7.89,7.745,18.85K,0.97%
2005-10-11,7.875,7.84,7.955,7.78,20.46K,0.38%
2005-10-12,7.838,7.87,7.925,7.8,20.28K,-0.47%
2005-10-13,7.735,7.83,7.83,7.695,22.01K,-1.31%
2005-10-14,7.862,7.74,7.89,7.64,21.83K,1.64%
2005-10-17,7.875,7.84,7.925,7.835,16.72K,0.17%
2005-10-18,7.835,7.85,7.89,7.785,13.74K,-0.51%
2005-10-19,7.64,7.83,7.835,7.61,22.74K,-2.49%
2005-10-20,7.655,7.65,7.705,7.53,19.30K,0.20%
2005-10-21,7.695,7.655,7.7,7.57,16.09K,0.52%
2005-10-24,7.708,7.69,7.76,7.64,12.01K,0.17%
2005-10-25,7.825,7.695,7.87,7.685,16.40K,1.52%
2005-10-26,7.863,7.825,7.925,7.82,15.05K,0.49%
2005-10-27,7.84,7.86,7.945,7.805,14.30K,-0.29%
2005-10-28,7.82,7.86,7.885,7.72,18.85K,-0.26%
2005-10-31,7.58,7.835,7.845,7.575,26.46K,-3.07%
2005-11-01,7.47,7.59,7.62,7.41,27.99K,-1.45%
2005-11-02,7.56,7.49,7.58,7.43,12.62K,1.20%
2005-11-03,7.623,7.55,7.63,7.515,13.57K,0.83%
2005-11-04,7.573,7.62,7.7,7.475,22.63K,-0.66%
2005-11-07,7.605,7.565,7.61,7.45,17.92K,0.42%
2005-11-08,7.625,7.61,7.68,7.54,19.92K,0.26%
2005-11-09,7.678,7.625,7.74,7.625,21.14K,0.70%
2005-11-10,7.705,7.68,7.79,7.67,16.70K,0.35%
2005-11-11,7.76,7.715,7.79,7.685,15.02K,0.71%
2005-11-14,7.782,7.78,7.86,7.77,16.43K,0.28%
2005-11-15,7.787,7.775,7.84,7.7,20.81K,0.06%
2005-11-16,8.002,7.79,8.025,7.765,37.55K,2.76%
2005-11-17,8.102,8.01,8.14,8.0,29.41K,1.25%
2005-11-18,8.067,8.11,8.18,8.035,20.45K,-0.43%
2005-11-21,8.133,8.05,8.17,8.035,30.54K,0.82%
2005-11-22,8.17,8.14,8.225,8.08,38.13K,0.45%
2005-11-23,8.13,8.175,8.21,8.035,26.39K,-0.49%
2005-11-28,8.353,8.155,8.375,8.155,23.83K,2.74%
2005-11-29,8.405,8.46,8.475,8.335,28.69K,0.62%
2005-11-30,8.385,8.395,8.41,8.275,17.37K,-0.24%
2005-12-01,8.602,8.38,8.62,8.29,25.31K,2.59%
2005-12-02,8.647,8.61,8.72,8.545,16.35K,0.52%
2005-12-05,8.735,8.65,8.745,8.63,13.88K,1.02%
2005-12-06,8.792,8.73,8.85,8.6,19.60K,0.65%
2005-12-07,8.877,8.795,8.985,8.775,21.87K,0.97%
2005-12-08,8.99,8.875,9.0,8.785,17.70K,1.27%
2005-12-09,9.095,9.0,9.14,8.985,19.27K,1.17%
2005-12-12,8.882,9.09,9.345,8.73,34.52K,-2.34%
2005-12-13,8.585,8.91,8.95,8.515,34.01K,-3.34%
2005-12-14,8.465,8.595,8.64,8.42,23.88K,-1.40%
2005-12-15,8.635,8.465,8.72,8.38,20.73K,2.01%
2005-12-16,8.6,8.63,8.725,8.52,15.19K,-0.41%
2005-12-19,8.645,8.62,8.75,8.535,10.90K,0.52%
2005-12-20,8.395,8.645,8.71,8.35,18.86K,-2.89%
2005-12-21,8.435,8.385,8.45,8.29,18.86K,0.48%
2005-12-22,8.578,8.43,8.6,8.43,10.01K,1.70%
2005-12-23,8.66,8.555,8.695,8.555,8.31K,0.96%
2005-12-27,8.812,8.67,8.82,8.67,9.63K,1.76%
2005-12-28,8.935,8.815,9.015,8.785,16.19K,1.40%
2005-12-29,8.882,8.925,9.03,8.74,14.39K,-0.59%
2005-12-30,8.91,8.885,8.99,8.83,8.85K,0.32%
2006-01-03,9.16,8.91,9.18,8.91,19.91K,2.81%
2006-01-04,9.17,9.165,9.305,9.01,24.14K,0.11%
2006-01-05,8.872,9.19,9.215,8.76,27.62K,-3.25%
2006-01-06,9.173,8.865,9.19,8.785,22.59K,3.39%
2006-01-09,9.283,9.18,9.295,9.015,21.22K,1.20%
2006-01-10,9.015,9.29,9.305,8.915,23.03K,-2.89%
2006-01-11,9.065,9.03,9.115,8.855,214.42K,0.55%
2006-01-12,9.06,9.085,9.11,8.93,14.00K,-0.06%
2006-01-13,9.16,9.065,9.27,8.97,15.66K,1.10%
2006-01-17,9.073,9.24,9.355,9.035,17.76K,-0.95%
2006-01-18,8.873,9.065,9.125,8.79,23.72K,-2.20%
2006-01-19,9.108,8.84,9.12,8.8,17.15K,2.65%
2006-01-20,8.93,9.11,9.275,8.85,31.96K,-1.95%
2006-01-23,9.073,8.92,9.08,8.855,19.13K,1.60%
2006-01-24,9.228,9.07,9.26,8.945,29.55K,1.71%
2006-01-25,9.51,9.24,9.54,9.21,28.55K,3.06%
2006-01-26,9.605,9.51,9.665,9.43,27.84K,1.00%
2006-01-27,9.605,9.605,9.8,9.55,27.20K,0.00%
2006-01-30,9.775,9.6,9.81,9.575,16.79K,1.77%
2006-01-31,9.885,9.795,9.95,9.78,22.27K,1.13%
2006-02-01,9.795,9.875,9.88,9.68,25.51K,-0.91%
2006-02-02,9.877,9.795,9.945,9.73,20.66K,0.84%
2006-02-03,9.76,9.86,9.92,9.695,19.60K,-1.18%
2006-02-06,9.758,9.77,9.89,9.72,13.48K,-0.02%
2006-02-07,9.41,9.755,9.8,9.365,31.78K,-3.57%
2006-02-08,9.44,9.4,9.5,9.275,23.81K,0.32%
2006-02-09,9.66,9.44,9.67,9.425,18.37K,2.33%
2006-02-10,9.38,9.65,9.715,9.28,28.66K,-2.90%
2006-02-13,9.118,9.395,9.47,9.085,26.38K,-2.79%
2006-02-14,9.315,9.1,9.34,9.055,20.45K,2.16%
2006-02-15,9.215,9.325,9.405,9.07,25.14K,-1.07%
2006-02-16,9.37,9.195,9.38,9.1,22.75K,1.68%
2006-02-17,9.42,9.365,9.505,9.345,25.30K,0.53%
2006-02-21,9.545,9.49,9.575,9.47,19.52K,1.33%
2006-02-22,9.575,9.555,9.635,9.425,30.01K,0.31%
2006-02-23,9.467,9.575,9.61,9.45,0.22K,-1.13%
2006-02-24,9.825,9.58,9.86,9.55,24.26K,3.78%
2006-02-27,9.695,9.8,9.815,9.61,25.39K,-1.32%
2006-02-28,9.805,9.695,9.845,9.65,16.14K,1.13%
2006-03-01,9.79,9.8,9.88,9.745,17.66K,-0.15%
2006-03-02,10.208,9.78,10.225,9.76,29.88K,4.27%
2006-03-03,10.235,10.195,10.33,10.12,19.76K,0.26%
2006-03-06,10.025,10.22,10.295,9.92,23.17K,-2.05%
2006-03-07,10.107,10.035,10.12,9.97,19.85K,0.82%
2006-03-08,9.845,10.09,10.12,9.67,28.18K,-2.59%
2006-03-09,9.97,9.825,10.09,9.765,22.06K,1.27%
2006-03-10,9.96,9.97,10.0,9.75,17.35K,-0.10%
2006-03-13,10.157,9.975,10.17,9.925,11.40K,1.98%
2006-03-14,10.245,10.16,10.26,10.075,12.49K,0.87%
2006-03-15,10.35,10.245,10.395,10.215,19.11K,1.02%
2006-03-16,10.342,10.35,10.385,10.13,21.39K,-0.08%
2006-03-17,10.365,10.35,10.46,10.3,14.45K,0.22%
2006-03-20,10.362,10.365,10.435,10.26,11.64K,-0.03%
2006-03-21,10.565,10.35,10.58,10.155,32.31K,1.96%
2006-03-22,10.495,10.54,10.6,10.475,15.63K,-0.66%
2006-03-23,10.69,10.51,10.7,10.41,22.93K,1.86%
2006-03-24,10.735,10.685,10.77,10.645,16.98K,0.42%
2006-03-27,10.895,10.77,10.94,10.755,20.32K,1.49%
2006-03-28,10.87,10.88,10.94,10.79,17.81K,-0.23%
2006-03-29,11.115,10.86,11.13,10.745,21.97K,2.25%
2006-03-30,11.66,11.1,11.715,11.1,41.96K,4.90%
