タイトル,年月,売上予測,関連ジャンル,サービス終了日
少女歌劇 レヴュースタァライト -Re LIVE-,2020/10,1.07億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/09,"6,818万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/08,"6,669万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/07,1.00億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/06,"9,316万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/05,1.14億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/04,"9,163万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/03,"7,425万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/02,"6,962万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/01,"9,895万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/12,"6,338万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/11,"6,163万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/10,"8,920万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/09,"8,453万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/08,"8,030万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/07,"7,672万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/06,"8,714万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/05,"6,996万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/04,"7,016万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/03,"6,874万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/02,"7,930万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2021/01,"9,325万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/12,"5,779万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/11,"6,183万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/10,"6,907万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/09,"5,127万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/08,"5,885万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/07,"6,213万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/06,"6,922万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/05,"5,643万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/04,"6,149万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/03,"6,018万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/02,"5,857万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2022/01,"6,180万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/12,"3,858万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/11,"4,578万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/10,"5,445万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/09,"4,154万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/08,"5,356万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/07,"5,431万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/06,"4,438万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/05,"4,558万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/04,"4,778万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/03,"4,823万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/02,"5,705万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2023/01,"5,340万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2024/08,571万G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2024/07,"4,785万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2024/06,"3,901万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2024/05,"4,650万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2024/04,"4,316万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2024/03,"4,344万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2024/02,"4,136万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2024/01,"4,749万G",GAME RPG ADV,2024-09-30
禍つヴァールハイト(まがつ),2019/12,"6,788万G",,2021-03-31
禍つヴァールハイト(まがつ),2019/11,1.05億G,,2021-03-31
禍つヴァールハイト(まがつ),2019/10,"9,925万G",,2021-03-31
禍つヴァールハイト(まがつ),2019/09,1.12億G,,2021-03-31
禍つヴァールハイト(まがつ),2019/08,1.24億G,,2021-03-31
禍つヴァールハイト(まがつ),2019/07,1.90億G,,2021-03-31
禍つヴァールハイト(まがつ),2019/06,2.29億G,,2021-03-31
禍つヴァールハイト(まがつ),2019/05,2.94億G,,2021-03-31
禍つヴァールハイト(まがつ),2019/04,1.02億G,,2021-03-31
禍つヴァールハイト(まがつ),2020/12,568万G,,2021-03-31
禍つヴァールハイト(まがつ),2020/11,"1,378万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/10,"1,275万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/09,"1,878万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/08,"2,300万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/07,"2,117万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/06,"2,649万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/05,"4,903万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/04,"3,074万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/03,"4,749万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/02,"4,688万G",,2021-03-31
禍つヴァールハイト(まがつ),2020/01,"4,870万G",,2021-03-31
禍つヴァールハイト(まがつ),2021/01,26万G,,2021-03-31
真・北斗無双,2020/12,"7,515万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/12,"6,917万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/11,"4,680万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/10,"5,551万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/09,"5,814万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/08,"5,008万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/07,"6,905万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/06,"6,881万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/05,"5,007万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/04,"8,636万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/03,"6,702万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/02,"4,335万G",GAME ACT RPG,2025-01-27
真・北斗無双,2021/01,"6,276万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/12,"6,679万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/11,"5,611万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/10,"5,658万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/09,"5,664万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/08,"4,759万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/07,"4,492万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/06,"5,305万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/05,"4,755万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/04,"5,809万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/03,"6,281万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/02,"5,983万G",GAME ACT RPG,2025-01-27
真・北斗無双,2022/01,"6,338万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/12,"5,162万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/11,"3,806万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/10,"4,962万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/09,"5,416万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/08,"4,771万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/07,"6,138万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/06,"5,323万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/05,"4,217万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/04,"5,345万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/03,"5,405万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/02,"5,096万G",GAME ACT RPG,2025-01-27
真・北斗無双,2023/01,"6,170万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/12,906万G,GAME ACT RPG,2025-01-27
真・北斗無双,2024/11,"4,194万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/10,"4,045万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/09,"4,472万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/08,"4,820万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/07,"4,912万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/06,"4,720万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/05,"4,069万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/04,"4,154万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/03,"4,721万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/02,"3,986万G",GAME ACT RPG,2025-01-27
真・北斗無双,2024/01,"5,303万G",GAME ACT RPG,2025-01-27
ブラッククローバー 夢幻の騎士団,2018/12,"8,206万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2018/11,"7,711万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/12,"1,420万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/11,"1,553万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/10,739万G,,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/09,"1,288万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/08,"2,003万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/07,"2,527万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/06,"1,594万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/05,"8,371万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/04,859万G,,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/03,"2,985万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/02,"1,349万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2019/01,"1,022万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/09,279万G,,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/08,620万G,,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/07,"1,055万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/06,"1,305万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/05,"3,071万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/04,547万G,,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/03,"1,639万G",,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/02,989万G,,2020-12-09
ブラッククローバー 夢幻の騎士団,2020/01,"1,489万G",,2020-12-09
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2018/12,"1,650万G",,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2018/11,656万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2018/10,838万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2018/09,"1,941万G",,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2018/08,"9,389万G",,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/12,200万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/11,480万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/10,141万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/09,418万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/08,"1,608万G",,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/07,"1,813万G",,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/06,159万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/03,158万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/02,"1,199万G",,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2019/01,"1,510万G",,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2020/02,252万G,,2020-03-31
【新作】ユニティア（UNITIA）神託の使徒×終焉の女神,2020/01,312万G,,2020-03-31
プレカトゥスの天秤,2018/12,"2,695万G",,2020-01-06
プレカトゥスの天秤,2018/11,"9,597万G",,2020-01-06
プレカトゥスの天秤,2019/12,205万G,,2020-01-06
プレカトゥスの天秤,2019/08,35万G,,2020-01-06
プレカトゥスの天秤,2019/07,361万G,,2020-01-06
プレカトゥスの天秤,2019/06,61万G,,2020-01-06
プレカトゥスの天秤,2019/02,"1,757万G",,2020-01-06
プレカトゥスの天秤,2019/01,"2,897万G",,2020-01-06
ツムツムスタジアム,2020/12,"4,939万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2020/11,"6,493万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2020/10,1.46億G,GAME PUZ,2022-09-30
ツムツムスタジアム,2020/09,768万G,GAME PUZ,2022-09-30
ツムツムスタジアム,2021/12,"3,908万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/11,"4,524万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/10,"5,438万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/09,"2,567万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/08,"3,865万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/07,"3,225万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/06,"4,253万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/05,"4,212万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/04,"3,851万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/03,"3,933万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/02,"4,191万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2021/01,"3,994万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2022/07,"1,246万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2022/06,"1,757万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2022/05,"2,705万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2022/04,"3,386万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2022/03,"3,862万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2022/02,"3,253万G",GAME PUZ,2022-09-30
ツムツムスタジアム,2022/01,"4,649万G",GAME PUZ,2022-09-30
ケンガン ULTIMATE BATTLE,2019/12,14万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2019/11,96万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2019/10,57万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2019/09,179万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2019/08,240万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2019/07,647万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2019/06,"1,223万G",,2021-04-26
ケンガン ULTIMATE BATTLE,2020/12,41万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2020/08,46万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2020/07,209万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2020/06,319万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2020/05,168万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2020/04,218万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2020/03,44万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2020/02,4万G,,2021-04-26
ケンガン ULTIMATE BATTLE,2020/01,24万G,,2021-04-26
リンクスリングス,2019/12,209万G,,2020-08-31
リンクスリングス,2019/11,642万G,,2020-08-31
リンクスリングス,2019/10,"1,690万G",,2020-08-31
リンクスリングス,2019/09,"1,991万G",,2020-08-31
リンクスリングス,2019/08,"6,056万G",,2020-08-31
リンクスリングス,2019/07,"5,421万G",,2020-08-31
リンクスリングス,2019/06,1.49億G,,2020-08-31
リンクスリングス,2020/04,54万G,,2020-08-31
リンクスリングス,2020/02,96万G,,2020-08-31
リンクスリングス,2020/01,93万G,,2020-08-31
ジョジョのピタパタポップ,2018/12,743万G,,2021-09-02
